x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.11,1968-10-11 00:00:00,BC,1968,10,11,5.3,,1.1,,9.4,,0,T,0,T,0,,,,,,,,0,,12.7,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.12,1968-10-12 00:00:00,BC,1968,10,12,5.9,,0,,11.7,,4.1,,4.1,,0,,,,,,,,0,,12.1,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.13,1968-10-13 00:00:00,BC,1968,10,13,6.1,,0,,12.2,,0,T,0,T,0,,,,,,,,0,,11.9,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.14,1968-10-14 00:00:00,BC,1968,10,14,3.6,,-2.2,,9.4,,2.5,,2.5,,0,,,,,,,,0,,14.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.15,1968-10-15 00:00:00,BC,1968,10,15,5.6,,1.1,,10,,0.5,,0.5,,0,,,,,,,,0,,12.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.16,1968-10-16 00:00:00,BC,1968,10,16,3.1,,-4.4,,10.6,,0,,0,,0,,,,,,,,0,,14.9,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.17,1968-10-17 00:00:00,BC,1968,10,17,4.8,,-1.1,,10.6,,1.8,,1.8,,0,,,,,,,,0,,13.2,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.18,1968-10-18 00:00:00,BC,1968,10,18,8.1,,2.8,,13.3,,0,,0,,0,,,,,,,,0,,9.9,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.19,1968-10-19 00:00:00,BC,1968,10,19,4.7,,0,,9.4,,3,,3,,0,,,,,,,,0,,13.3,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.20,1968-10-20 00:00:00,BC,1968,10,20,8.4,,3.9,,12.8,,0,,0,,0,,,,,,,,0,,9.6,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.21,1968-10-21 00:00:00,BC,1968,10,21,4.2,,-1.7,,10,,0,T,0,T,0,,,,,,,,0,,13.8,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.22,1968-10-22 00:00:00,BC,1968,10,22,7,,2.8,,11.1,,0,T,0,T,0,,,,,,,,0,,11,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.23,1968-10-23 00:00:00,BC,1968,10,23,5,,0,,10,,0,T,0,T,0,,,,,,,,0,,13,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.24,1968-10-24 00:00:00,BC,1968,10,24,9.5,,5,,13.9,,0,,0,,0,,,,,,,,0,,8.5,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.25,1968-10-25 00:00:00,BC,1968,10,25,8.9,,1.1,,16.7,,0,,0,,0,,,,,,,,0,,9.1,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.26,1968-10-26 00:00:00,BC,1968,10,26,5.6,,-2.8,,13.9,,0,,0,,0,,,,,,,,0,,12.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.27,1968-10-27 00:00:00,BC,1968,10,27,3.6,,-2.2,,9.4,,0,,0,,0,,,,,,,,0,,14.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.28,1968-10-28 00:00:00,BC,1968,10,28,3.6,,-5.6,,12.8,,0,,0,,0,,,,,,,,0,,14.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.29,1968-10-29 00:00:00,BC,1968,10,29,3.9,,-2.8,,10.6,,0,T,0,T,0,,,,,,,,0,,14.1,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.30,1968-10-30 00:00:00,BC,1968,10,30,5,,-1.7,,11.7,,0.5,,0.5,,0,,,,,,,,0,,13,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.10.31,1968-10-31 00:00:00,BC,1968,10,31,3.7,,-4.4,,11.7,,0,,0,,0,,,,,,,,0,,14.3,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.1,1968-11-01 00:00:00,BC,1968,11,1,1.4,,-4.4,,7.2,,0,,0,,0,,,,,,,,0,,16.6,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.2,1968-11-02 00:00:00,BC,1968,11,2,0.3,,-3.3,,3.9,,2.3,,2.3,,0,,,,,,,,0,,17.7,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.3,1968-11-03 00:00:00,BC,1968,11,3,4.2,,0,,8.3,,0.3,,0.3,,0,,,,,,,,0,,13.8,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.4,1968-11-04 00:00:00,BC,1968,11,4,2.3,,-3.3,,7.8,,0,,0,,0,,,,,,,,0,,15.7,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.5,1968-11-05 00:00:00,BC,1968,11,5,1.2,,-4.4,,6.7,,0,T,0,T,0,,,,,,,,0,,16.8,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.6,1968-11-06 00:00:00,BC,1968,11,6,3.6,,-0.6,,7.8,,0,,0,,0,,,,,,,,0,,14.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.7,1968-11-07 00:00:00,BC,1968,11,7,0.3,,-5.6,,6.1,,5.1,,2.5,,2.5,,,,,,,,0,,17.7,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.8,1968-11-08 00:00:00,BC,1968,11,8,1.7,,-1.7,,5,,3,,3,,0,,,,,,,,0,,16.3,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.9,1968-11-09 00:00:00,BC,1968,11,9,4.5,,0,,8.9,,0.8,,0.8,,0,,,,,,,,0,,13.5,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.10,1968-11-10 00:00:00,BC,1968,11,10,0,,-3.9,,3.9,,1,,1,,0,,,,,,,,0,,18,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.11,1968-11-11 00:00:00,BC,1968,11,11,2,,0,,3.9,,2.8,,2.8,,0,,,,,,,,0,,16,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.12,1968-11-12 00:00:00,BC,1968,11,12,3.4,,-1.1,,7.8,,0,T,0,T,0,,,,,,,,0,,14.6,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.13,1968-11-13 00:00:00,BC,1968,11,13,3.1,,-1.1,,7.2,,0,T,0,T,0,,,,,,,,0,,14.9,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.14,1968-11-14 00:00:00,BC,1968,11,14,0.6,,-3.3,,4.4,,0,,0,,0,,,,,,,,0,,17.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.15,1968-11-15 00:00:00,BC,1968,11,15,1.1,,0,,2.2,,0.8,,0,,0.8,,,,,,,,0,,16.9,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.16,1968-11-16 00:00:00,BC,1968,11,16,-1.1,,-3.9,,1.7,,0,,0,,0,,,,,,,,0,,19.1,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.17,1968-11-17 00:00:00,BC,1968,11,17,-4.7,,-8.3,,-1.1,,1.3,,0,,1.3,,,,,,,,0,,22.7,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.18,1968-11-18 00:00:00,BC,1968,11,18,0.6,,-2.2,,3.3,,0,,0,,0,,,,,,,,0,,17.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.19,1968-11-19 00:00:00,BC,1968,11,19,3.4,,0.6,,6.1,,0.3,,0.3,,0,,,,,,,,0,,14.6,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.20,1968-11-20 00:00:00,BC,1968,11,20,6.1,,2.2,,10,,0.8,,0.8,,0,,,,,,,,0,,11.9,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.21,1968-11-21 00:00:00,BC,1968,11,21,4.4,,-0.6,,9.4,,0.5,,0.5,,0,,,,,,,,0,,13.6,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.22,1968-11-22 00:00:00,BC,1968,11,22,5.8,,-0.6,,12.2,,0,,0,,0,,,,,,,,0,,12.2,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.23,1968-11-23 00:00:00,BC,1968,11,23,4.5,,-1.7,,10.6,,0,,0,,0,,,,,,,,0,,13.5,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.24,1968-11-24 00:00:00,BC,1968,11,24,-1.2,,-5.6,,3.3,,0,,0,,0,,,,,,,,0,,19.2,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.25,1968-11-25 00:00:00,BC,1968,11,25,-1.7,,-6.1,,2.8,,0,T,0,,0,T,,,,,,,0,,19.7,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.26,1968-11-26 00:00:00,BC,1968,11,26,3.1,,-1.1,,7.2,,0,,0,,0,,,,,,,,0,,14.9,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.27,1968-11-27 00:00:00,BC,1968,11,27,2.5,,-2.8,,7.8,,0,,0,,0,,,,,,,,0,,15.5,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.28,1968-11-28 00:00:00,BC,1968,11,28,0.6,,-5,,6.1,,0,T,0,T,0,,,,,,,,0,,17.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.29,1968-11-29 00:00:00,BC,1968,11,29,1.7,,-2.8,,6.1,,2.8,,1.3,,1.5,,,,,,,,0,,16.3,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.11.30,1968-11-30 00:00:00,BC,1968,11,30,-2.5,,-6.1,,1.1,,0,,0,,0,,,,,,,,0,,20.5,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.1,1968-12-01 00:00:00,BC,1968,12,1,0.8,,-1.7,,3.3,,0,T,0,,0,T,,,,,,,0,,17.2,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.2,1968-12-02 00:00:00,BC,1968,12,2,0.8,,-1.7,,3.3,,2.3,,0,,2.3,,,,,,,,0,,17.2,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.3,1968-12-03 00:00:00,BC,1968,12,3,2.8,,-1.1,,6.7,,3.6,,3.6,,0,,,,,,,,0,,15.2,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.4,1968-12-04 00:00:00,BC,1968,12,4,-4.5,,-8.3,,-0.6,,0,,0,,0,,,,,,,,0,,22.5,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.5,1968-12-05 00:00:00,BC,1968,12,5,-2.8,,-7.8,,2.2,,0,T,0,,0,T,,,,,,,0,,20.8,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.6,1968-12-06 00:00:00,BC,1968,12,6,-5.3,,-9.4,,-1.1,,0,T,0,,0,T,,,,,,,0,,23.3,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.7,1968-12-07 00:00:00,BC,1968,12,7,-1.1,,-5,,2.8,,6.1,,0,,6.1,,,,,,,,0,,19.1,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.8,1968-12-08 00:00:00,BC,1968,12,8,1.4,,-2.2,,5,,0,,0,,0,,,,,,,,0,,16.6,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.9,1968-12-09 00:00:00,BC,1968,12,9,-0.3,,-2.8,,2.2,,3.8,,1.3,,2.5,,,,,,,,0,,18.3,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.10,1968-12-10 00:00:00,BC,1968,12,10,0.6,,-1.7,,2.8,,2,,2,,0,,,,,,,,0,,17.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.11,1968-12-11 00:00:00,BC,1968,12,11,0,,-2.2,,2.2,,0,,0,,0,,,,,,,,0,,18,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.12,1968-12-12 00:00:00,BC,1968,12,12,-5.8,,-9.4,,-2.2,,0,,0,,0,,,,,,,,0,,23.8,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.13,1968-12-13 00:00:00,BC,1968,12,13,-6.1,,-11.1,,-1.1,,0,T,0,,0,T,,,,,,,0,,24.1,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.14,1968-12-14 00:00:00,BC,1968,12,14,-1.7,,-4.4,,1.1,,0.5,,0,,0.5,,,,,,,,0,,19.7,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.15,1968-12-15 00:00:00,BC,1968,12,15,-0.3,,-2.8,,2.2,,0,T,0,T,0,T,,,,,,,0,,18.3,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.16,1968-12-16 00:00:00,BC,1968,12,16,2.2,,-0.6,,5,,0,,0,,0,,,,,,,,0,,15.8,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.17,1968-12-17 00:00:00,BC,1968,12,17,-3.3,,-7.2,,0.6,,0.5,,0,,0.5,,,,,,,,0,,21.3,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.18,1968-12-18 00:00:00,BC,1968,12,18,-1.1,,-3.3,,1.1,,0,T,0,,0,T,,,,,,,0,,19.1,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.19,1968-12-19 00:00:00,BC,1968,12,19,-1.7,,-2.8,,-0.6,,0,,0,,0,,,,,,,,0,,19.7,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.20,1968-12-20 00:00:00,BC,1968,12,20,-7.8,,-11.1,,-4.4,,0,T,0,,0,T,,,,,,,0,,25.8,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.21,1968-12-21 00:00:00,BC,1968,12,21,-7.5,,-9.4,,-5.6,,0,T,0,,0,T,,,,,,,0,,25.5,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.22,1968-12-22 00:00:00,BC,1968,12,22,-5.6,,-7.2,,-3.9,,2.5,,0,,2.5,,,,,,,,0,,23.6,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.23,1968-12-23 00:00:00,BC,1968,12,23,-3.4,,-5.6,,-1.1,,7.1,,0,,7.1,,,,,,,,0,,21.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.24,1968-12-24 00:00:00,BC,1968,12,24,-1.7,,-3.9,,0.6,,10.4,,0,,10.4,,,,,,,,0,,19.7,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.25,1968-12-25 00:00:00,BC,1968,12,25,-1.1,,-2.8,,0.6,,11.2,,0,,11.2,,,,,,,,0,,19.1,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.26,1968-12-26 00:00:00,BC,1968,12,26,-9.2,,-11.7,,-6.7,,5.1,,0,,5.1,,,,,,,,0,,27.2,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.27,1968-12-27 00:00:00,BC,1968,12,27,-18.1,,-20,,-16.1,,0,,0,,0,,,,,,,,0,,36.1,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.28,1968-12-28 00:00:00,BC,1968,12,28,-25,,-25.6,,-24.4,,0,T,0,,0,T,,,,,,,0,,43,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.29,1968-12-29 00:00:00,BC,1968,12,29,-27.2,,-29.4,,-25,,0,T,0,,0,T,,,,,,,0,,45.2,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.30,1968-12-30 00:00:00,BC,1968,12,30,-29.2,,-36.1,,-22.2,,5.1,,0,,5.1,,,,,,,,0,,47.2,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1968.12.31,1968-12-31 00:00:00,BC,1968,12,31,-22,,-31.7,,-12.2,,1.8,,0,,1.8,,,,,,,,0,,40,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.1,1969-01-01 00:00:00,BC,1969,1,1,-11.9,,-14.4,,-9.4,,5.8,,0,,5.8,,,,,,,,0,,29.9,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.2,1969-01-02 00:00:00,BC,1969,1,2,-12.3,,-17.8,,-6.7,,1.8,,0,,1.8,,,,,,,,0,,30.3,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.3,1969-01-03 00:00:00,BC,1969,1,3,-6.4,,-11.1,,-1.7,,1.5,,0,T,1.5,,,,,,,,0,,24.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.4,1969-01-04 00:00:00,BC,1969,1,4,-1.7,,-3.3,,0,,0,,0,,0,,,,,,,,0,,19.7,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.5,1969-01-05 00:00:00,BC,1969,1,5,-2.5,,-3.9,,-1.1,,0,,0,,0,,,,,,,,0,,20.5,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.6,1969-01-06 00:00:00,BC,1969,1,6,-2.2,,-5,,0.6,,2.8,,0,,2.8,,,,,,,,0,,20.2,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.7,1969-01-07 00:00:00,BC,1969,1,7,-2.5,,-5.6,,0.6,,0,T,0,,0,T,,,,,,,0,,20.5,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.8,1969-01-08 00:00:00,BC,1969,1,8,-11.4,,-17.2,,-5.6,,4.3,,0,,4.3,,,,,,,,0,,29.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.9,1969-01-09 00:00:00,BC,1969,1,9,-5.3,,-7.2,,-3.3,,6.6,,0,,6.6,,,,,,,,0,,23.3,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.10,1969-01-10 00:00:00,BC,1969,1,10,-7.8,,-12.8,,-2.8,,0.5,,0,,0.5,,,,,,,,0,,25.8,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.11,1969-01-11 00:00:00,BC,1969,1,11,-11.1,,-16.1,,-6.1,,0,T,0,,0,T,,,,,,,0,,29.1,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.12,1969-01-12 00:00:00,BC,1969,1,12,-12,,-15.6,,-8.3,,0.5,,0,,0.5,,,,,,,,0,,30,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.13,1969-01-13 00:00:00,BC,1969,1,13,-8.9,,-13.3,,-4.4,,0.3,,0,,0.3,,,,,,,,0,,26.9,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.14,1969-01-14 00:00:00,BC,1969,1,14,-5.6,,-12.2,,1.1,,0,T,0,,0,T,,,,,,,0,,23.6,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.15,1969-01-15 00:00:00,BC,1969,1,15,-10,,-15.6,,-4.4,,1,,0,,1,,,,,,,,0,,28,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.16,1969-01-16 00:00:00,BC,1969,1,16,-5.8,,-8.3,,-3.3,,1.8,,0,,1.8,,,,,,,,0,,23.8,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.17,1969-01-17 00:00:00,BC,1969,1,17,-7.5,,-12.8,,-2.2,,0,T,0,,0,T,,,,,,,0,,25.5,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.18,1969-01-18 00:00:00,BC,1969,1,18,-13.3,,-18.3,,-8.3,,1,,0,,1,,,,,,,,0,,31.3,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.19,1969-01-19 00:00:00,BC,1969,1,19,-12,,-15.6,,-8.3,,1,,0,,1,,,,,,,,0,,30,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.20,1969-01-20 00:00:00,BC,1969,1,20,-16.7,,-21.1,,-12.2,,1,,0,,1,,,,,,,,0,,34.7,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.21,1969-01-21 00:00:00,BC,1969,1,21,-20.3,,-26.1,,-14.4,,0,T,0,,0,T,,,,,,,0,,38.3,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.22,1969-01-22 00:00:00,BC,1969,1,22,-23.9,,-31.1,,-16.7,,0,,0,,0,,,,,,,,0,,41.9,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.23,1969-01-23 00:00:00,BC,1969,1,23,-25,,-31.7,,-18.3,,0.5,,0,,0.5,,,,,,,,0,,43,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.24,1969-01-24 00:00:00,BC,1969,1,24,-20.9,,-25.6,,-16.1,,0,T,0,,0,T,,,,,,,0,,38.9,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.25,1969-01-25 00:00:00,BC,1969,1,25,-21.4,,-27.8,,-15,,4.1,,0,,4.1,,,,,,,,0,,39.4,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.26,1969-01-26 00:00:00,BC,1969,1,26,-16.7,,-18.3,,-15,,2,,0,,2,,,,,,,,0,,34.7,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.27,1969-01-27 00:00:00,BC,1969,1,27,-23.9,,-30,,-17.8,,0,T,0,,0,T,,,,,,,0,,41.9,,,,,
-119.37777777777778,49.95611111111111,KELOWNA A,1123970,1123970.1969.1.28,1969-01-28 00:00:00,BC,1969,1,28,-24.5,,-30,,-18.9,,0,T,0,,0,T,,,,,,,0,,42.5,,,,,
